cloudy,https://icons8.com/icon/aXgIQg8m0A4o/cloud
partly cloudy,https://icons8.com/icon/zIVmoh4T8wh7/partly-cloudy-day
rain,https://icons8.com/icon/kKxyuLXD4w0n/rain
sunny,https://icons8.com/icon/8EUmYhfLPTCF/sun
wind speed,https://icons8.com/icon/RtDA8YDN9Mi9/wind
himidity,https://icons8.com/icon/I7Uv9dQ4WLYh/wet
